SKU,Product Title,Alibaba Category,Collection,Brief Description,Available Sizes,Material,Certifications,Unit Price – 1–9 units (USD FOB),Unit Price – 10–99 units (USD FOB),Unit Price – 100+ units (USD FOB),Minimum Order Quantity,Supply Ability (per month),Lead Time,Place of Origin,Brand,Port of Export,Payment Terms,Packaging,Product Image URL,Product Page URL,Keywords
LS-PALM-QP-ROUND-5FT,Commercial Artificial Queen Palm Tree — Round Pot – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Palm Trees,Artificial Palm Trees,"Premium artificial Queen Palm purpose-built for hotel lobbies, resort pool areas and commercial atriums. Botanical-specimen PE fronds, individually hand-positioned for natural drape. A special-order NFPA 701 option is available for select configurations; documentation is tied to the project or order.",5 ft,"Injection-moulded PE foliage, steel armature, fibreglass trunk, round ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",129.00,103.00,80.00,1,2000 pcs/month,15–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-palm-queen-round.webp,https://laysun.co/artificial-palm-trees,"artificial queen palm tree, commercial artificial palm, hotel lobby palm, fake palm indoor, NFPA 701 palm tree"
LS-PALM-QP-ROUND-6FT,Commercial Artificial Queen Palm Tree — Round Pot – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Palm Trees,Artificial Palm Trees,"Premium artificial Queen Palm purpose-built for hotel lobbies, resort pool areas and commercial atriums. Botanical-specimen PE fronds, individually hand-positioned for natural drape. A special-order NFPA 701 option is available for select configurations; documentation is tied to the project or order.",6 ft,"Injection-moulded PE foliage, steel armature, fibreglass trunk, round ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",129.00,103.00,80.00,1,2000 pcs/month,15–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-palm-queen-round.webp,https://laysun.co/artificial-palm-trees,"artificial queen palm tree, commercial artificial palm, hotel lobby palm, fake palm indoor, NFPA 701 palm tree"
LS-PALM-QP-ROUND-7FT,Commercial Artificial Queen Palm Tree — Round Pot – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Palm Trees,Artificial Palm Trees,"Premium artificial Queen Palm purpose-built for hotel lobbies, resort pool areas and commercial atriums. Botanical-specimen PE fronds, individually hand-positioned for natural drape. A special-order NFPA 701 option is available for select configurations; documentation is tied to the project or order.",7 ft,"Injection-moulded PE foliage, steel armature, fibreglass trunk, round ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",129.00,103.00,80.00,1,2000 pcs/month,15–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-palm-queen-round.webp,https://laysun.co/artificial-palm-trees,"artificial queen palm tree, commercial artificial palm, hotel lobby palm, fake palm indoor, NFPA 701 palm tree"
LS-PALM-QP-WHITE-4FT,Commercial Artificial Queen Palm Tree — White Pot – 4 ft,Artificial Plant & Flower/Artificial Trees/Artificial Palm Trees,Artificial Palm Trees,Contemporary white-pot Queen Palm for minimalist hotel lobbies and corporate reception areas. Same premium PE foliage and steel armature as our classic round-pot model. Special-order NFPA 701 option available for select configurations.,4 ft,"Injection-moulded PE foliage, steel armature, fibreglass trunk, white ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",119.00,95.00,74.00,1,2000 pcs/month,15–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-palm-queen-white.webp,https://laysun.co/artificial-palm-trees,"artificial queen palm white pot, contemporary artificial palm, minimalist palm tree, office lobby palm"
LS-OLIVE-WIDE-CANOPY-7FT,LS Wide Canopy Artificial Olive Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Extra-wide canopy for spacious commercial environments — hotel atriums, airport lounges, corporate reception halls. Wide-spreading branch architecture fills large open volumes effectively.",7 ft,"Dense PE foliage, extended steel armature frame, fibreglass trunk, large planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",135.00,108.00,84.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-ls-wide-canopy.webp,https://laysun.co/artificial-olive-trees,"wide canopy artificial olive tree, large olive tree fake, atrium olive tree, corporate lobby olive tree"
LS-OLIVE-WIDE-CANOPY-8FT,LS Wide Canopy Artificial Olive Tree – 8 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Extra-wide canopy for spacious commercial environments — hotel atriums, airport lounges, corporate reception halls. Wide-spreading branch architecture fills large open volumes effectively.",8 ft,"Dense PE foliage, extended steel armature frame, fibreglass trunk, large planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",135.00,108.00,84.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-ls-wide-canopy.webp,https://laysun.co/artificial-olive-trees,"wide canopy artificial olive tree, large olive tree fake, atrium olive tree, corporate lobby olive tree"
LS-OLIVE-WIDE-CANOPY-9FT,LS Wide Canopy Artificial Olive Tree – 9 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Extra-wide canopy for spacious commercial environments — hotel atriums, airport lounges, corporate reception halls. Wide-spreading branch architecture fills large open volumes effectively.",9 ft,"Dense PE foliage, extended steel armature frame, fibreglass trunk, large planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",135.00,108.00,84.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-ls-wide-canopy.webp,https://laysun.co/artificial-olive-trees,"wide canopy artificial olive tree, large olive tree fake, atrium olive tree, corporate lobby olive tree"
LS-OLIVE-LARGE-TREE-9FT,LS Large Tree Artificial Olive — 9–10 ft – 9 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,Flagship large-format olive tree at 9–10 ft for landmark hotel lobbies and major commercial installations. Reinforced frame for stability. Custom sizing and pot finishes available on request.,9 ft,"High-density PE foliage, reinforced steel armature, large fibreglass trunk, weighted base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",179.00,143.00,111.00,1,2000 pcs/month,25–40 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-ls-large-tree.webp,https://laysun.co/artificial-olive-trees,"large artificial olive tree 10ft, oversized fake olive tree, giant artificial tree commercial, hotel atrium tree"
LS-OLIVE-LARGE-TREE-10FT,LS Large Tree Artificial Olive — 9–10 ft – 10 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,Flagship large-format olive tree at 9–10 ft for landmark hotel lobbies and major commercial installations. Reinforced frame for stability. Custom sizing and pot finishes available on request.,10 ft,"High-density PE foliage, reinforced steel armature, large fibreglass trunk, weighted base","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",179.00,143.00,111.00,1,2000 pcs/month,25–40 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-ls-large-tree.webp,https://laysun.co/artificial-olive-trees,"large artificial olive tree 10ft, oversized fake olive tree, giant artificial tree commercial, hotel atrium tree"
LS-OLIVE-MULTI-BRANCH-4FT,Multi-branch Artificial Olive Tree – 4 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Multi-stem branching architecture for a full, lush Mediterranean silhouette. Popular for restaurant terraces, hotel courtyards and retail window displays.",4 ft,"PE foliage, multiple steel armature branches, fibreglass trunk, planter pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-multi-branch.webp,https://laysun.co/artificial-olive-trees,"multi branch artificial olive tree, bush olive tree fake, full canopy olive tree, restaurant olive tree"
LS-OLIVE-MULTI-BRANCH-5FT,Multi-branch Artificial Olive Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Multi-stem branching architecture for a full, lush Mediterranean silhouette. Popular for restaurant terraces, hotel courtyards and retail window displays.",5 ft,"PE foliage, multiple steel armature branches, fibreglass trunk, planter pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-multi-branch.webp,https://laysun.co/artificial-olive-trees,"multi branch artificial olive tree, bush olive tree fake, full canopy olive tree, restaurant olive tree"
LS-OLIVE-MULTI-BRANCH-6FT,Multi-branch Artificial Olive Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Multi-stem branching architecture for a full, lush Mediterranean silhouette. Popular for restaurant terraces, hotel courtyards and retail window displays.",6 ft,"PE foliage, multiple steel armature branches, fibreglass trunk, planter pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-multi-branch.webp,https://laysun.co/artificial-olive-trees,"multi branch artificial olive tree, bush olive tree fake, full canopy olive tree, restaurant olive tree"
LS-OLIVE-MULTI-BRANCH-7FT,Multi-branch Artificial Olive Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Multi-stem branching architecture for a full, lush Mediterranean silhouette. Popular for restaurant terraces, hotel courtyards and retail window displays.",7 ft,"PE foliage, multiple steel armature branches, fibreglass trunk, planter pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-multi-branch.webp,https://laysun.co/artificial-olive-trees,"multi branch artificial olive tree, bush olive tree fake, full canopy olive tree, restaurant olive tree"
LS-OLIVE-THICK-FORK-5FT,Thick Branch Double-fork Artificial Olive Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,Bold double-forked trunk silhouette with heavy branches — strong architectural character for modern commercial interiors. Popular with interior designers specifying statement trees.,5 ft,"PE foliage, thick double-fork steel frame, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",99.00,79.00,61.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-thick-double-fork.webp,https://laysun.co/artificial-olive-trees,"double fork olive tree artificial, architectural fake tree, statement artificial olive, designer olive tree"
LS-OLIVE-THICK-FORK-6FT,Thick Branch Double-fork Artificial Olive Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,Bold double-forked trunk silhouette with heavy branches — strong architectural character for modern commercial interiors. Popular with interior designers specifying statement trees.,6 ft,"PE foliage, thick double-fork steel frame, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",99.00,79.00,61.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-thick-double-fork.webp,https://laysun.co/artificial-olive-trees,"double fork olive tree artificial, architectural fake tree, statement artificial olive, designer olive tree"
LS-OLIVE-THICK-FORK-7FT,Thick Branch Double-fork Artificial Olive Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,Bold double-forked trunk silhouette with heavy branches — strong architectural character for modern commercial interiors. Popular with interior designers specifying statement trees.,7 ft,"PE foliage, thick double-fork steel frame, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",99.00,79.00,61.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-thick-double-fork.webp,https://laysun.co/artificial-olive-trees,"double fork olive tree artificial, architectural fake tree, statement artificial olive, designer olive tree"
LS-OLIVE-THICK-FORK-8FT,Thick Branch Double-fork Artificial Olive Tree – 8 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,Bold double-forked trunk silhouette with heavy branches — strong architectural character for modern commercial interiors. Popular with interior designers specifying statement trees.,8 ft,"PE foliage, thick double-fork steel frame, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",99.00,79.00,61.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-thick-double-fork.webp,https://laysun.co/artificial-olive-trees,"double fork olive tree artificial, architectural fake tree, statement artificial olive, designer olive tree"
LS-OLIVE-FAN-SHAPE-5FT,Fan-shape Artificial Olive Tree — Round Pot – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Fan-spread canopy trained to a flat, graphic silhouette — suits narrow corridors, wall-adjacent placement and retail shop-in-shop displays. Pairs well with picture-frame lighting.",5 ft,"PE foliage, fan-spread steel armature, fibreglass trunk, round planter pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",99.00,79.00,61.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-fan-shape.webp,https://laysun.co/artificial-olive-trees,"fan shape artificial olive tree, flat canopy olive tree, espalier fake tree, narrow space olive tree"
LS-OLIVE-FAN-SHAPE-6FT,Fan-shape Artificial Olive Tree — Round Pot – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Fan-spread canopy trained to a flat, graphic silhouette — suits narrow corridors, wall-adjacent placement and retail shop-in-shop displays. Pairs well with picture-frame lighting.",6 ft,"PE foliage, fan-spread steel armature, fibreglass trunk, round planter pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",99.00,79.00,61.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-fan-shape.webp,https://laysun.co/artificial-olive-trees,"fan shape artificial olive tree, flat canopy olive tree, espalier fake tree, narrow space olive tree"
LS-OLIVE-FAN-SHAPE-7FT,Fan-shape Artificial Olive Tree — Round Pot – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Fan-spread canopy trained to a flat, graphic silhouette — suits narrow corridors, wall-adjacent placement and retail shop-in-shop displays. Pairs well with picture-frame lighting.",7 ft,"PE foliage, fan-spread steel armature, fibreglass trunk, round planter pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",99.00,79.00,61.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-fan-shape.webp,https://laysun.co/artificial-olive-trees,"fan shape artificial olive tree, flat canopy olive tree, espalier fake tree, narrow space olive tree"
LS-OLIVE-FAN-SHAPE-8FT,Fan-shape Artificial Olive Tree — Round Pot – 8 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Fan-spread canopy trained to a flat, graphic silhouette — suits narrow corridors, wall-adjacent placement and retail shop-in-shop displays. Pairs well with picture-frame lighting.",8 ft,"PE foliage, fan-spread steel armature, fibreglass trunk, round planter pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",99.00,79.00,61.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-fan-shape.webp,https://laysun.co/artificial-olive-trees,"fan shape artificial olive tree, flat canopy olive tree, espalier fake tree, narrow space olive tree"
LS-OLIVE-SPHERICAL-3FT,Spherical 3D Canopy Artificial Olive Tree – 3 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Perfect globe canopy — a contemporary topiary-style olive tree for high-end retail, luxury hotel lobbies and event design. Six sizes from 3–8 ft for multiple applications.",3 ft,"Dense PE foliage, spherical wire cage armature, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",109.00,87.00,68.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-spherical.webp,https://laysun.co/artificial-olive-trees,"spherical olive tree artificial, ball canopy fake tree, topiary olive tree, globe artificial tree"
LS-OLIVE-SPHERICAL-4FT,Spherical 3D Canopy Artificial Olive Tree – 4 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Perfect globe canopy — a contemporary topiary-style olive tree for high-end retail, luxury hotel lobbies and event design. Six sizes from 3–8 ft for multiple applications.",4 ft,"Dense PE foliage, spherical wire cage armature, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",109.00,87.00,68.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-spherical.webp,https://laysun.co/artificial-olive-trees,"spherical olive tree artificial, ball canopy fake tree, topiary olive tree, globe artificial tree"
LS-OLIVE-SPHERICAL-5FT,Spherical 3D Canopy Artificial Olive Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Perfect globe canopy — a contemporary topiary-style olive tree for high-end retail, luxury hotel lobbies and event design. Six sizes from 3–8 ft for multiple applications.",5 ft,"Dense PE foliage, spherical wire cage armature, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",109.00,87.00,68.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-spherical.webp,https://laysun.co/artificial-olive-trees,"spherical olive tree artificial, ball canopy fake tree, topiary olive tree, globe artificial tree"
LS-OLIVE-SPHERICAL-6FT,Spherical 3D Canopy Artificial Olive Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Perfect globe canopy — a contemporary topiary-style olive tree for high-end retail, luxury hotel lobbies and event design. Six sizes from 3–8 ft for multiple applications.",6 ft,"Dense PE foliage, spherical wire cage armature, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",109.00,87.00,68.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-spherical.webp,https://laysun.co/artificial-olive-trees,"spherical olive tree artificial, ball canopy fake tree, topiary olive tree, globe artificial tree"
LS-OLIVE-SPHERICAL-7FT,Spherical 3D Canopy Artificial Olive Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Perfect globe canopy — a contemporary topiary-style olive tree for high-end retail, luxury hotel lobbies and event design. Six sizes from 3–8 ft for multiple applications.",7 ft,"Dense PE foliage, spherical wire cage armature, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",109.00,87.00,68.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-spherical.webp,https://laysun.co/artificial-olive-trees,"spherical olive tree artificial, ball canopy fake tree, topiary olive tree, globe artificial tree"
LS-OLIVE-SPHERICAL-8FT,Spherical 3D Canopy Artificial Olive Tree – 8 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Perfect globe canopy — a contemporary topiary-style olive tree for high-end retail, luxury hotel lobbies and event design. Six sizes from 3–8 ft for multiple applications.",8 ft,"Dense PE foliage, spherical wire cage armature, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",109.00,87.00,68.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-spherical.webp,https://laysun.co/artificial-olive-trees,"spherical olive tree artificial, ball canopy fake tree, topiary olive tree, globe artificial tree"
LS-OLIVE-LARGE-HEAD-6FT,Large Tree Head 3D Artificial Olive Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,Oversized dense-canopy olive tree with a dramatic round head — visually dominant for hotel atrium centerpieces and major retail installations.,6 ft,"Dense PE foliage, large 3D wire-frame head, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",125.00,100.00,78.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-large-head.webp,https://laysun.co/artificial-olive-trees,"large head olive tree artificial, oversized canopy fake tree, atrium centerpiece tree, dense olive tree artificial"
LS-OLIVE-LARGE-HEAD-7FT,Large Tree Head 3D Artificial Olive Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,Oversized dense-canopy olive tree with a dramatic round head — visually dominant for hotel atrium centerpieces and major retail installations.,7 ft,"Dense PE foliage, large 3D wire-frame head, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",125.00,100.00,78.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-large-head.webp,https://laysun.co/artificial-olive-trees,"large head olive tree artificial, oversized canopy fake tree, atrium centerpiece tree, dense olive tree artificial"
LS-OLIVE-LARGE-HEAD-8FT,Large Tree Head 3D Artificial Olive Tree – 8 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,Oversized dense-canopy olive tree with a dramatic round head — visually dominant for hotel atrium centerpieces and major retail installations.,8 ft,"Dense PE foliage, large 3D wire-frame head, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",125.00,100.00,78.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-large-head.webp,https://laysun.co/artificial-olive-trees,"large head olive tree artificial, oversized canopy fake tree, atrium centerpiece tree, dense olive tree artificial"
LS-OLIVE-CROSS-BLACK-5FT,Cross Black Artificial Olive Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Distinctive cross-branched trunk architecture with a dark finish — bold contemporary aesthetic for designer hotel bars, high-end restaurants and exclusive retail.",5 ft,"PE foliage, cross-branch steel frame, dark fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",99.00,79.00,61.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-cross-black.webp,https://laysun.co/artificial-olive-trees,"cross branch olive tree artificial, dark trunk fake tree, contemporary artificial tree, black trunk olive tree"
LS-OLIVE-CROSS-BLACK-6FT,Cross Black Artificial Olive Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Distinctive cross-branched trunk architecture with a dark finish — bold contemporary aesthetic for designer hotel bars, high-end restaurants and exclusive retail.",6 ft,"PE foliage, cross-branch steel frame, dark fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",99.00,79.00,61.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-cross-black.webp,https://laysun.co/artificial-olive-trees,"cross branch olive tree artificial, dark trunk fake tree, contemporary artificial tree, black trunk olive tree"
